rec_id,value
83,"Newham, W.D.N., 1986, The Lomagundi and Sabi metallogenic provinces of Zimbabwe in Anhaeusser, C.R., and Maske, S., eds., Mineral Deposits of Southern Africa, v. 2: Geological Society of South Africa, p. 1351-1393"
84,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
84,"Geological Survey of Canada Open File 2915b, 256 p."
84,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118."
84,"Newham, W.D.N., 1986, The Lomagundi and Sabi metallogenic provinces of Zimbabwe in Anhaeusser, C.R., and Maske, S., eds., Mineral Deposits of Southern Africa, v. 2: Geological Society of South Africa, p. 1351-1393"
85,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
85,"Geological Survey of Canada Open File 2915b, 256 p."
85,"Newham, W.D.N., 1986, The Lomagundi and Sabi metallogenic provinces of Zimbabwe in Anhaeusser, C.R., and Maske, S., eds., Mineral Deposits of Southern Africa, v. 2: Geological Society of South Africa, p. 1351-1393"
86,"Baldock, J.W., Hepworth, J.V., and Marengwa, B.S., 1976, Gold, basemetals, and diamonds in Botswana: Economic Geology, V. 71, p.139-156."
86,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
86,"Geological Survey of Canada Open File 2915b, 256 p."
87,"Baldock, J.W., Hepworth, J.V., and Marengwa, B.S., 1976, Gold, basemetals, and diamonds in Botswana: Economic Geology, V. 71, p.139-156."
87,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
87,"Geological Survey of Canada Open File 2915b, 256 p."
88,"Baldock, J.W., Hepworth, J.V., and Marengwa, B.S., 1976, Gold, basemetals, and diamonds in Botswana: Economic Geology, V. 71, p.139-156."
88,"Mendelsohn, F., 1989, Central /Southern Africa ore shale deposits i     c. 453-469."
88,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
88,"Geological Survey of Canada Open File 2915b, 256 p."
89,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118"
90,"Anhaeusser, C.R., and Button, A., 1973, A petrographic and mineragraphic study of the copper-bearing formations in the Witvlei area, South West Africa: Transactions of the Geological Society of South Africa, v. 76, p.279-299."
90,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118."
90,"Mendelsohn, F., 1989, Central /Southern Africa ore shale deposits in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 453-469."
90,"Ruxton, P.A., and Clemmy, H.1986, Late Proterozoic stratabound red bed-copper deposits of the Witvlei areaSouth West Africa/ Namibia in Anhaeusser, C.R., and Maske, S., eds., Mineral Deposits of Southern Africa, v. 2: Geological Society of South Africa, p. 1739-1754.."
91,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118"
92,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118."
92,"Lee, J.E., and Glenister, D.A., 1976, Stratiform sulfide mineralizationat Oamites copper mine, South WestAfrica: Economic Geology, v. 71, p. 369-383."
93,"Geological Survey of Canada Open File 2915b, 256 p."
93,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118."
93,"Mendelsohn, F., 1989, Central /Southern Africa ore shale deposits in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 453-469."
93,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
93,"Ruxton, P.A., 1986, Sedimentology, isotope signature and ore genesis of the Klein Aub Copper Mine, South West Africa in Anhaeusser, C.R., and Maske, S., eds., Mineral Deposits of Southern Africa, v. 2: Geological Society of South Africa, p. 1725-1738."
94,"Martini. J.E., 1979, A copper-bearing bed in thePretoria Group in northeastern Transvaal: Geokongress 77 Geological Society of South Africa Special Publication 6, p. 65-72."
95,"Geological Survey of Canada Open File 2915b, 256 p."
95,"Krendelev, F.P., Narkelyun, L.F., Trubachev, A.I. Salikhov, V.S., Volodin, P.N., Kunitsin, V.V., Chechetkin, V.S., and Bakun, N.N., 1986, Cupriferous sandstone and shales of the Siberian Platform in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 513-523."
95,"Gablina, I.F., 1986, Genetic types of copper mineralization in the Igarka are, west of the Siberian Platform      in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 523-539"
95,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
96,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
96,"Dembovskii, D.Y., 1983, Basal Formations of the Uralides in the Northern Urals and their ore content: Lithology and Mineral Resources, v. 18,  p. 31-41."
96,"Geological Survey of Canada Open File 2915b, 256 p"
97,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
97,"Krendelev, F.P., Narkelyun, L.F., Trubachev, A.I. Salikhov, V.S., Volodin, P.N., Kunitsin, V.V., Chechetkin, V.S., and Bakun, N.N., 1986, Cupriferous sandstone and shales of the Siberian Platform in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 513-523."
97,"Gablina, I.F., 1986, Genetic types of copper mineralization in the Igarka are, west of the Siberian Platform      in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 523-539"
97,"Geological Survey of Canada Open File 2915b, 256 p."
98,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
98,"Krendelev, F.P., Narkelyun, L.F., Trubachev, A.I. Salikhov, V.S., Volodin, P.N., Kunitsin, V.V., Chechetkin, V.S., and Bakun, N.N., 1986, Cupriferous sandstone and shales of the Siberian Platform in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 513-523."
98,"Gablina, I.F., 1986, Genetic types of copper mineralization in the Igarka are, west of the Siberian Platform      in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 523-539"
98,"Geological Survey of Canada Open File 2915b, 256 p."
99,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
99,"Krendelev, F.P., Narkelyun, L.F., Trubachev, A.I. Salikhov, V.S., Volodin, P.N., Kunitsin, V.V., Chechetkin, V.S., and Bakun, N.N., 1986, Cupriferous sandstone and shales of the Siberian Platform in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 513-523."
99,"Gablina, I.F., 1986, Genetic types of copper mineralization in the Igarka are, west of the Siberian Platform      in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M., Geology and Metallogeny of Copper Deposits: Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 523-539"
99,"Geological Survey of Canada Open File 2915b, 256 p."
100,"Dembovskii, D.Y.,1983, Basal Formations of the Uralides in the Northern Urals and their ore content: Lithology and Mineral Resources, v. 18,  p. 31-41."
100,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
100,"Geological Survey of Canada Open File 2915b, 256 p"
101,"Geological Survey of Canada Open File 2915b, 256 p"
101,"Dembovskii, D.Y.,1983, Basal Formations of the Uralides in the Northern Urals and their ore content: Lithology and Mineral Resources, v. 18,  p. 31-41."
101,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
102,"Geological Survey of Canada Open File 2915b, 256 p."
102,"Rzhevskii, V.F., Gablina, I.F., Vasilobskaya, L.V., and Lure, A.M., 1988, Genetic features of the Graviisk copper deposit: Lithology and Mineral Resources, v. 22, no. 2, p. 174-183."
102,"Bogdanov, Yu. V. 1984, Principal types of stratiform copper deposits in sedimentary rocks of USSR: Proeedings of the 27th International Geologic Congress, v.12, Metallogenesis and Mineral Ore Deposits, p. 407-422."
102,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
103,"Geological Survey of Canada Open File 2915b, 256 p"
103,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
103,"Dembovskii, D.Y.,1983, Basal Formations of the Uralides in the Northern Urals and their ore content: Lithology and Mineral Resources, v. 18,  p. 31-41."
104,"Dembovskii, D.Y., 1983, Basal Formations of the Uralides in the Northern Urals and their ore content: Lithology and Mineral Resources, v. 18,  p. 31-41."
104,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
104,"Geological Survey of Canada Open File 2915b, 256 p"
105,"Bogdanov, Yu. V. 1984, Principal types of stratiform copper deposits in sedimentary rocks of USSR: Proeedings of the 27th International Geologic Congress, v.12, Metallogenesis and Mineral Ore Deposits, p. 407-422."
105,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
105,"Geological Survey of Canada Open File 2915b, 256 p."
106,"Miroshnikov, A.Y., 1981, Paleotectonics of the middle and late Cambrian development stage of the Angara Platform, cupriferous basin: Geotectonics, v. 15. no. 2, p. 123-131."
106,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
106,"Geological Survey of Canada Open File 2915b, 256 p"
106,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
107,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
107,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
107,"Geological Survey of Canada Open File 2915b, 256 p"
108,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
108,"Geological Survey of Canada Open File 2915b, 256 p"
108,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
109,"Miroshnikov, A.Y., 1981, Paleotectonics of the middle and late Cambrian development stage of the Angara Platform, cupriferous basin: Geotectonics, v. 15. no. 2, p. 123-131."
109,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
109,"Geological Survey of Canada Open File 2915b, 256 p"
110,"Davydov, Yu. V., 1987, Lower Proterozoic cupriferous fermations of the Ugui trough, South Yakutia, and their correlation with the Udokan Complex: Lithology and Mineral ResourcesV. 21, no. 3, p.260-272."
110,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
110,"Geological Survey of Canada Open File 2915b, 256 p."
111,"Narkelyun, L.F., Bezrodnikh, Y.P., and Kularov, M.A., 1969, Copper potential of sedimentary bodies in South Siberian Platform: International Geology Review, v. 11, p. 1600-1610."
111,"Kutyrev, E.I., 1969, Distribution patterns of copper mineralization in middle and upper Cambrian rocks of the Southern Siberian Platform facies: Lithology and Mineral Resources, no. 3, p.302-315"
111,"Salikhov, V.S.,1975, Post sedimentation changes in copper-bearing deposits of the South Siberian Platform: International Geology Review, v. 17, p. 83-94."
111,"Borzenko, G.F.and Sklyarov, R.Ya.,1971, The copper basin of Angara Region: Internationaql Geology Review, v. 13, no. 6, p. 842-848."
112,"Narkelyun, L.F., Bezrodnikh, Y.P., and Kularov, M.A., 1969, Copper potential of sedimentary bodies in South Siberian Platform: International Geology Review, v. 11, p. 1600-1610."
112,"Kutyrev, E.I., 1969, Distribution patterns of copper mineralization in middle and upper Cambrian rocks of the Southern Siberian Platform facies: Lithology and Mineral Resources, no. 3, p.302-315"
